SensorDataID,Timestamp,EquipmentID,TimeID,SensorID,LocationID,Temperature,Vibration,Pressure,Voltage
SD_0065,2024-02-02,EQT_015,172,SNS_008,LOC_05,74.72284433754601,3.8002516627983685,3.07184332627176,228.39348989300942
SD_0066,2024-06-27,EQT_010,288,SNS_007,LOC_06,71.2852850013845,7.196658401388095,2.172918328897782,217.80793456700837
SD_0067,2024-04-10,EQT_007,174,SNS_006,LOC_06,73.38938496986198,3.1991415490710207,2.3503830036027424,260.2468482507533
SD_0068,2024-09-24,EQT_020,113,SNS_007,LOC_02,79.05040543437187,6.1842039220862866,2.3665300579360755,209.71613704706414
SD_0069,2024-11-18,EQT_005,122,SNS_005,LOC_04,87.386957690644,3.3654324999338456,1.8970051418810983,211.75038549800215
SD_0070,2024-03-05,EQT_001,32,SNS_007,LOC_02,88.11155868112598,6.55157131358644,1.7137973649068399,231.94811031484306
SD_0071,2024-06-16,EQT_017,222,SNS_001,LOC_05,82.61421767396992,4.405782105602918,1.79537127253113,223.11209355458988
SD_0072,2024-11-25,EQT_003,119,SNS_001,LOC_05,62.400185215616844,4.326706791269428,2.8044331396220166,213.63756994784328
SD_0073,2024-02-12,EQT_013,39,SNS_009,LOC_03,71.39590014430146,5.108702957094033,2.1018937766034043,234.40565723107235
SD_0074,2024-02-13,EQT_014,268,SNS_005,LOC_06,72.25714969287398,2.3131460657566087,2.656457519858068,219.38279252903317
SD_0075,2024-10-11,EQT_018,233,SNS_005,LOC_03,68.42850169211435,6.944181637512922,1.9617774363857508,219.27704908828917
SD_0076,2024-01-12,EQT_004,18,SNS_003,LOC_01,78.42351179029606,7.606866883031474,1.6223082113281277,223.45873461293337
SD_0077,2024-04-04,EQT_018,149,SNS_005,LOC_05,59.05671506718542,4.279937006010085,1.2788917630659729,193.98818965731493
SD_0078,2024-10-28,EQT_005,149,SNS_003,LOC_03,91.93566469528292,6.048408341803093,2.32400159257702,196.10119012315846
SD_0079,2024-09-09,EQT_016,126,SNS_009,LOC_02,86.95220671521714,6.557821360424115,2.847049039205987,236.30343418880213
SD_0080,2024-08-29,EQT_001,302,SNS_009,LOC_06,79.78202261901758,4.817484895336743,1.5570134958767496,209.84557493623743
SD_0081,2024-02-04,EQT_014,360,SNS_006,LOC_06,74.37890670079815,2.7835056945642696,2.2566862843190103,218.00572977685457
SD_0082,2024-08-02,EQT_015,238,SNS_001,LOC_04,87.28839295072554,8.18816426390369,1.3121921421596245,244.1865795418439
SD_0083,2024-12-02,EQT_009,135,SNS_007,LOC_02,81.89404936780267,4.214956590142402,1.7221516614690544,218.68198816105624
SD_0084,2024-03-30,EQT_015,151,SNS_007,LOC_04,86.06637784218093,3.7817304615723804,2.1339683926872737,216.8486677883926
SD_0085,2024-09-20,EQT_017,236,SNS_010,LOC_03,74.4094791774016,8.277583862667852,1.1358529571647988,233.44116384242935
SD_0086,2024-04-02,EQT_004,224,SNS_010,LOC_01,92.89313085864167,6.220117535112407,1.9909883736353087,211.0260262517071
SD_0087,2024-03-30,EQT_012,203,SNS_004,LOC_02,86.66887875689856,5.514860152116027,1.5816497632914273,238.0439384392306
SD_0088,2024-04-24,EQT_005,256,SNS_008,LOC_02,80.09536295435932,3.058478673194899,2.302379612869137,233.1333687915472
SD_0089,2024-04-14,EQT_005,86,SNS_006,LOC_02,87.55972920431155,6.605608116426441,1.917299678923235,247.45499792962505
SD_0090,2024-07-14,EQT_011,150,SNS_004,LOC_04,70.80838058166027,10.793037211039492,2.4697195097337916,209.64485435084202
SD_0091,2024-11-09,EQT_006,235,SNS_004,LOC_03,63.324996406529735,6.761015327757079,1.8602008566275925,240.5046196930362
SD_0092,2024-04-23,EQT_007,345,SNS_002,LOC_02,78.21550513047475,5.992176992585129,1.3188102400852455,228.3113816050589
SD_0093,2024-03-15,EQT_014,22,SNS_002,LOC_02,74.42909554186531,6.4421855929721925,1.2565199594818672,200.11950424487466
SD_0094,2024-08-04,EQT_011,348,SNS_004,LOC_06,73.02282657722371,4.343769333662915,1.0454952482210154,181.05735363333017
SD_0095,2024-10-03,EQT_013,285,SNS_005,LOC_01,87.16312039349403,4.324698540813703,2.3164789163049946,208.02959676857006
SD_0096,2024-09-05,EQT_002,269,SNS_008,LOC_06,76.6713921321063,4.299109031527567,3.2788654596344973,224.3852171101863
SD_0097,2024-06-12,EQT_007,258,SNS_006,LOC_06,77.63569073535484,3.8501000892262462,2.217619068592566,226.56021898911712
SD_0098,2024-12-22,EQT_020,29,SNS_004,LOC_01,71.72947441245904,4.2951102684479645,2.8360234410021707,219.11378402072404
SD_0099,2024-07-10,EQT_004,213,SNS_007,LOC_03,83.81123139279526,4.285785615502163,2.56678664539451,219.2480595111545
SD_0100,2024-08-14,EQT_008,283,SNS_008,LOC_06,82.01875781307919,4.510630982331738,1.740831995062957,218.11009749849714
SD_0101,2024-06-25,EQT_020,50,SNS_002,LOC_03,83.73659676894293,4.4546439368398,2.632657990495313,235.46825700607536
SD_0102,2024-04-08,EQT_019,95,SNS_007,LOC_06,70.02736033363821,5.486023714019401,1.7607126542437426,198.4556545257539
SD_0103,2024-02-05,EQT_013,88,SNS_002,LOC_05,88.04088460046995,5.157586036415692,1.7706460652308205,224.02434786301419
SD_0104,2024-04-05,EQT_014,44,SNS_002,LOC_01,93.38768423766373,5.334724907023406,1.8957038370318449,207.65873086205437
SD_0105,2024-05-31,EQT_010,278,SNS_008,LOC_06,83.42038397324706,8.044595126688964,1.919400988836435,206.4018840241385
SD_0106,2024-05-30,EQT_011,171,SNS_002,LOC_05,66.90711712755709,5.153468477433023,2.330684731593074,237.64345845860254
SD_0107,2024-07-08,EQT_002,189,SNS_009,LOC_04,66.97797715763798,9.421781985601562,1.6645566320545973,205.25105384620088
SD_0108,2024-08-11,EQT_009,353,SNS_001,LOC_05,71.24623044406913,5.7053790796452235,2.4445513892914885,217.9072264915021
SD_0109,2024-02-06,EQT_017,184,SNS_009,LOC_02,69.3562278598148,4.105480818234325,2.4373720415157356,249.37747602818493
SD_0110,2024-09-24,EQT_003,3,SNS_001,LOC_06,74.28907374312735,7.699166478093998,2.1714817662222425,232.5711545212251
SD_0111,2024-07-01,EQT_006,191,SNS_010,LOC_05,81.32442466367847,4.840945464583603,2.9698059543037223,213.17544530559434
SD_0112,2024-01-13,EQT_005,118,SNS_010,LOC_03,77.89952440749849,0.21263169653174252,2.643696324329154,214.4144041239118
SD_0113,2024-10-05,EQT_005,19,SNS_002,LOC_04,77.02289056386289,4.991993716329632,2.5348646451002326,201.59195652012562
SD_0114,2024-08-04,EQT_015,23,SNS_006,LOC_06,72.58797250199855,4.501648324112084,2.0330766872716257,239.50967863399077
SD_0115,2024-12-20,EQT_017,30,SNS_006,LOC_02,74.2615407283545,8.21309477257667,2.175883068907163,235.17027711881602
SD_0116,2024-12-26,EQT_009,295,SNS_001,LOC_05,82.96575507529002,3.204866629999266,2.2619036815438767,230.29903410804673
SD_0117,2024-10-12,EQT_003,108,SNS_007,LOC_04,54.88041972500185,4.334690363843455,2.0066206867638026,231.95249417213708
SD_0118,2024-09-29,EQT_020,281,SNS_008,LOC_06,74.88609591521268,7.5352787521209175,1.8122152698457645,208.38213085903865
SD_0119,2024-03-02,EQT_017,128,SNS_002,LOC_04,77.87987594927326,5.78881706544836,0.7971436285618441,196.78131335896225
SD_0120,2024-03-24,EQT_010,229,SNS_008,LOC_02,82.83583068547293,4.657086350053732,2.3588827045624114,228.40810637955713
SD_0121,2024-08-04,EQT_003,111,SNS_009,LOC_05,64.89954060716175,3.487028667053932,2.5207236084416773,233.32836810432093
SD_0122,2024-12-07,EQT_018,136,SNS_006,LOC_04,64.37090317546881,5.703491453750061,1.419440571921582,244.10570024690443
SD_0123,2024-07-05,EQT_018,362,SNS_005,LOC_04,80.83954994878134,4.941397713563463,2.302584324860246,216.98664690589857
SD_0124,2024-01-19,EQT_017,186,SNS_009,LOC_01,55.95547759743084,3.464341469585605,1.704236660841238,214.7987308212952
SD_0125,2024-06-25,EQT_003,144,SNS_009,LOC_04,88.32189110760785,3.5683069173442696,1.8167354087964633,216.41109692995815
SD_0126,2024-04-09,EQT_003,72,SNS_001,LOC_01,77.2659199149281,3.3710557711098357,2.655380263681677,230.06115738149333
SD_0127,2024-08-20,EQT_006,129,SNS_003,LOC_05,90.58721212843437,3.014888772472241,1.504682804892993,215.7686607598713
SD_0128,2024-03-16,EQT_013,364,SNS_009,LOC_06,64.12927623430487,6.868067519944672,1.50392610565339,219.2164136985499
SD_0129,2024-09-21,EQT_015,261,SNS_002,LOC_06,70.6364053128176,6.598786717240876,2.902417182821999,232.46579336858431
SD_0130,2024-10-10,EQT_009,3,SNS_004,LOC_05,50.92131673073114,6.871348912771586,1.9272216507318083,210.61245767149396
SD_0131,2024-07-24,EQT_004,104,SNS_004,LOC_05,67.04310237004724,5.008999097537049,2.6232727966155336,240.86730978132644
SD_0132,2024-08-10,EQT_014,224,SNS_002,LOC_03,73.16153119278121,4.514742424399687,1.2006485690855326,229.49633510989864
SD_0133,2024-02-21,EQT_005,320,SNS_003,LOC_05,55.37292419991563,4.551235780217327,1.2406983652045733,192.13569055989527
SD_0134,2024-12-04,EQT_002,362,SNS_003,LOC_04,71.05373187801601,7.042203145812216,1.5435277422107894,212.26968705207452
SD_0135,2024-05-23,EQT_011,354,SNS_001,LOC_06,55.12659823139756,1.3597043560083422,1.7592696117336555,189.63484752690837
SD_0136,2024-03-09,EQT_009,10,SNS_006,LOC_02,72.42539815088574,3.971027793285155,1.2983567016734439,217.04980902569798
SD_0137,2024-04-08,EQT_003,302,SNS_008,LOC_06,86.47111927108236,3.2253087449911653,2.184648238215,212.52533343819198
SD_0138,2024-01-25,EQT_009,231,SNS_003,LOC_01,74.65020249885877,7.719775093176816,2.2172970843283912,232.52282138800282
SD_0139,2024-02-22,EQT_003,219,SNS_005,LOC_06,91.58207372611803,4.045084953105763,1.5509285610807313,206.78472476566998
SD_0140,2024-05-30,EQT_002,66,SNS_001,LOC_03,82.86292563394609,1.7280223291204515,1.590700650304599,225.81602502901734
SD_0141,2024-05-23,EQT_012,112,SNS_010,LOC_05,88.48147848606972,5.446847284493579,1.6566092830742194,228.53271414202652
SD_0142,2024-02-26,EQT_010,13,SNS_007,LOC_05,67.35054759121716,4.259771610212172,1.4175571005534793,223.8579227834202
SD_0143,2024-02-08,EQT_009,86,SNS_010,LOC_06,67.10858371607398,3.886142384630076,0.5522211500110412,237.10185372658793
SD_0144,2024-04-18,EQT_015,234,SNS_001,LOC_02,78.45613416385369,3.679936086548345,1.9574798469275672,251.02433276262815
SD_0145,2024-06-29,EQT_008,90,SNS_009,LOC_02,59.22297908367141,3.601030441678386,1.7847811536495117,221.67912914048603
SD_0146,2024-02-11,EQT_005,314,SNS_008,LOC_03,79.7114374976209,6.41712062971329,1.8359270775867134,226.07769275335554
SD_0147,2024-07-04,EQT_011,54,SNS_007,LOC_01,71.76080183453071,5.447574733115687,1.4940982394956142,206.79584569251836
SD_0148,2024-08-10,EQT_002,12,SNS_010,LOC_06,88.29996837546658,4.604068488738942,2.4052487495751333,204.70714878965137
SD_0149,2024-05-01,EQT_015,209,SNS_007,LOC_05,81.79512254079411,2.8035222463073275,3.212695794708541,235.50744475499093
SD_0150,2024-05-12,EQT_006,14,SNS_005,LOC_06,85.96706430340127,4.662213353224159,1.5829575719894222,233.52288259155037
SD_0151,2024-06-11,EQT_008,121,SNS_005,LOC_03,67.45793918604953,5.521255715200052,2.699848069486174,204.55570188743104
SD_0152,2024-08-02,EQT_005,20,SNS_005,LOC_04,85.48210268761729,5.597308896518981,2.183324906073647,200.37669186235792
SD_0153,2024-08-08,EQT_016,75,SNS_001,LOC_04,89.44712494364283,5.321768765983538,2.017709945891217,210.26894792979115
SD_0154,2024-08-22,EQT_018,243,SNS_008,LOC_03,74.61286176619659,3.1548146663449437,1.8279386317185844,217.87933045848834
SD_0155,2024-11-26,EQT_006,223,SNS_001,LOC_05,67.60649380633512,0.19364681481596158,1.958391564883004,213.86310387275134
SD_0156,2024-05-25,EQT_005,70,SNS_004,LOC_03,67.78212798765591,8.599237520103866,2.574795344849313,222.4077230249838
SD_0157,2024-08-26,EQT_016,312,SNS_009,LOC_05,87.39012992015965,2.3807262517829373,1.430959519521744,233.7559376855891
SD_0158,2024-03-16,EQT_013,211,SNS_009,LOC_02,101.84345742423311,1.0700840826661233,1.8624966344242744,226.9315656813241
SD_0159,2024-01-09,EQT_005,101,SNS_005,LOC_03,65.18354929824778,5.261031226008192,2.6245001039112514,228.04181496526186
SD_0160,2024-03-14,EQT_013,186,SNS_004,LOC_05,64.4147994995744,1.5829629935385583,2.4918573467639984,183.22695408386684
SD_0161,2024-09-09,EQT_017,132,SNS_003,LOC_03,84.21414180674479,3.3904025028502294,1.4387070305248781,195.79145469821376
SD_0162,2024-08-17,EQT_018,111,SNS_003,LOC_03,67.46086470633355,6.097700851617656,1.9087040611094774,208.05314788530913
SD_0163,2024-01-07,EQT_008,132,SNS_005,LOC_05,85.18355384228269,8.545374536948092,2.3640039239170134,210.5290952776074
SD_0164,2024-06-22,EQT_013,20,SNS_010,LOC_05,79.65346173526646,5.775023616544753,2.3317140596605483,232.5974175240885
SD_0165,2024-05-20,EQT_019,24,SNS_001,LOC_01,74.76022697502036,4.12168145824624,2.4875672606216437,206.81647852797803
SD_0166,2024-06-16,EQT_003,227,SNS_005,LOC_03,79.41271534521688,4.897160891186316,2.192142944083649,230.00391492036053
SD_0167,2024-06-18,EQT_008,154,SNS_006,LOC_04,78.80198369153393,1.3828280856501949,2.275976573997892,208.22341391790553
SD_0168,2024-10-09,EQT_002,293,SNS_007,LOC_03,73.20393502213824,4.098495781669699,2.1713982109635794,201.98673568910777
SD_0169,2024-05-01,EQT_008,230,SNS_009,LOC_03,57.436389683615054,4.100436792146112,2.7898665387639454,202.68325511434313
SD_0170,2024-07-12,EQT_013,310,SNS_003,LOC_05,76.78650728589035,5.306657324274361,1.7890944102843909,253.87399739933835
SD_0171,2024-01-05,EQT_013,359,SNS_002,LOC_03,90.73060366064163,8.88437922538754,2.0240955814726087,207.88952547235007
SD_0172,2024-01-29,EQT_001,202,SNS_003,LOC_06,58.912313367954766,1.126409422535522,1.4925155838411452,230.36480813290513
SD_0173,2024-06-13,EQT_006,38,SNS_009,LOC_03,65.34214979861055,4.184644776851027,1.3939891165977938,196.627023553747
SD_0174,2024-12-04,EQT_019,260,SNS_007,LOC_06,79.26826974766011,1.3329809120163083,2.1624783505291902,241.28393506268102
SD_0175,2024-05-15,EQT_016,188,SNS_009,LOC_04,75.38591862732281,3.9932718134989837,1.637906867029074,225.2356171759557
SD_0176,2024-12-30,EQT_008,57,SNS_002,LOC_05,79.1118215958429,3.2707957177640132,1.9711571985513219,224.1096830318933
SD_0177,2024-11-16,EQT_001,20,SNS_005,LOC_03,68.00681792172338,2.0113073849972,2.8088746552621044,226.2074098471498
SD_0178,2024-12-07,EQT_016,273,SNS_004,LOC_06,86.62458286592306,6.826184061059559,2.7799688511864105,227.85999586668026
SD_0179,2024-05-24,EQT_009,119,SNS_002,LOC_06,75.46900565690211,5.511295407700859,3.1120223893441503,232.1360088826732
SD_0180,2024-11-22,EQT_013,71,SNS_009,LOC_06,81.96985522343057,6.5917112593080915,2.8188262541995606,211.01353872686457
SD_0181,2024-08-04,EQT_011,4,SNS_009,LOC_02,78.20277410971096,3.936692350665011,3.201509095892745,210.13617559341816
SD_0182,2024-10-27,EQT_013,221,SNS_006,LOC_01,76.75494967960992,4.858567048439834,2.2182648339062805,220.73835817072103
SD_0183,2024-05-11,EQT_010,14,SNS_006,LOC_04,81.26833657028129,8.18928128243263,1.5484897086777083,230.26641640627463
SD_0184,2024-10-18,EQT_004,3,SNS_008,LOC_03,76.8648795396695,4.994559609781775,1.4998037152572599,219.00016785666267
SD_0185,2024-03-10,EQT_006,216,SNS_006,LOC_02,63.09800971904488,6.615913098318883,2.69816530372076,231.60852693698655
SD_0186,2024-09-08,EQT_007,229,SNS_001,LOC_03,85.87356825715965,3.765087394566542,2.02581325140521,229.26755174052875
SD_0187,2024-10-01,EQT_005,336,SNS_004,LOC_03,83.18127286248183,6.43203468672852,2.063065757923008,216.7452510787596
SD_0188,2024-12-29,EQT_011,186,SNS_007,LOC_05,53.9314960864219,3.902161280389397,1.7254644560230932,193.79230045328725
SD_0189,2024-06-30,EQT_013,55,SNS_002,LOC_05,68.45799715124323,1.2071552478806549,1.7854130301753586,212.44708081969134
SD_0190,2024-06-15,EQT_019,254,SNS_009,LOC_05,85.42360462492807,4.984834224157916,2.1918796448884628,246.14195850714512
SD_0191,2024-03-31,EQT_010,24,SNS_008,LOC_02,56.730714535221665,4.059393714792076,1.4723882549379816,225.1008947605855
SD_0192,2024-07-20,EQT_010,162,SNS_008,LOC_03,84.43566881900745,1.7504372812054756,2.1285692329040478,210.40674803094862
SD_0193,2024-12-11,EQT_011,158,SNS_007,LOC_01,73.5877746434575,5.382985703346348,2.7555400975675646,223.75977366411848
SD_0194,2024-01-19,EQT_007,82,SNS_004,LOC_04,88.40282570333991,3.212947030093357,0.9331820791705896,230.14966102491704
SD_0195,2024-02-08,EQT_018,159,SNS_002,LOC_05,74.98853210924537,11.185282556925365,1.2293440609614432,210.4140158582255
SD_0196,2024-05-05,EQT_004,188,SNS_003,LOC_05,67.77932007004372,2.071115533172665,2.337804980751529,238.53075841182846
SD_0197,2024-06-21,EQT_002,60,SNS_006,LOC_03,78.0808566075914,2.574150115099721,2.6819839368304317,227.43547031745476
SD_0198,2024-05-20,EQT_014,305,SNS_005,LOC_03,74.69614510490014,6.739102213295581,1.755053634930159,203.5013684024149
SD_0199,2024-08-29,EQT_013,319,SNS_008,LOC_02,66.89148865859319,4.733956238719822,1.0008796924777306,232.8454942981356
SD_0200,2024-08-07,EQT_012,211,SNS_006,LOC_02,97.18343483011387,6.698404618524436,2.715962086970376,213.85579922803458
SD_0201,2024-05-05,EQT_007,152,SNS_006,LOC_05,65.28901818415684,5.7607821077958015,1.5944674240427377,217.3130436054159
SD_0202,2024-02-27,EQT_002,109,SNS_001,LOC_03,52.57044624940206,3.835385744137636,1.8193768285361938,204.76046954547834
SD_0203,2024-05-27,EQT_013,76,SNS_004,LOC_01,90.81698968121492,2.241815213840736,2.159522436159888,229.47169619034744
SD_0204,2024-11-12,EQT_014,30,SNS_005,LOC_04,69.16436527684074,7.142166161456064,1.6667833140446213,217.7670215995687
SD_0205,2024-12-26,EQT_017,314,SNS_003,LOC_03,72.03226739034304,2.423099628821401,1.5619351364214027,230.10635431750913
SD_0206,2024-01-01,EQT_009,117,SNS_009,LOC_03,71.42093935370966,6.117811922328322,1.5710999037179556,211.73526416401646
SD_0207,2024-12-13,EQT_017,356,SNS_001,LOC_06,69.30348565841675,6.837997514513697,2.9289642804638416,210.0189506819488
SD_0208,2024-07-08,EQT_008,192,SNS_006,LOC_02,67.33807528736554,4.746164391940079,2.5798067942126406,208.80344392603374
SD_0209,2024-07-09,EQT_002,19,SNS_006,LOC_04,65.03182697503036,4.391704928624394,2.287258670308591,225.94048269314393
SD_0210,2024-11-07,EQT_013,173,SNS_010,LOC_05,75.64759761704566,3.0325477906779597,0.9067833871327169,209.79475263245894
