SensorDataID,Timestamp,EquipmentID,TimeID,SensorID,LocationID,Temperature,Vibration,Pressure,Voltage,TempNorm,VibNorm,VoltNorm,PresNorm,HealthScore,PredictedFailure,ReactiveCost,PreventiveCost,CostAvoided
SD_0029,2024-04-03,EQT_014,329,SNS_008,LOC_01,66.64714294409242,0.983032567712999,2.322889546451816,225.87513129697743,0.5999818897076413,0.8538496596574741,0.4250587570593001,0.35095116828168155,59.14,False,0,0,0
SD_0030,2024-08-25,EQT_003,49,SNS_008,LOC_01,75.70248578214793,4.365422868672351,2.126864510254257,207.99611356695303,0.45533369085446057,0.6156021193594232,0.5926816712437107,0.41550154095564573,52.290000000000006,False,0,0,0
SD_0031,2024-07-22,EQT_012,292,SNS_005,LOC_04,74.45018856699102,6.375799935991821,2.0026265566547545,213.16232689254568,0.4753376310520687,0.4739959329815168,0.5442463631070711,0.45641267333271723,48.49,True,3815,902,2913
SD_0032,2024-08-05,EQT_013,324,SNS_009,LOC_04,70.3417792108039,8.281457882011068,2.5393353787640054,228.623807737072,0.5409645238326001,0.33976591282099666,0.39928882036613605,0.27967629742591377,40.0,True,2001,1154,847
SD_0033,2024-12-06,EQT_002,78,SNS_001,LOC_02,64.6618552981925,4.203327111739526,1.037270890831553,200.832275244053,0.6316944694873992,0.627019759532718,0.6598455095799697,0.7743009859715623,66.44,False,0,0,0
SD_0034,2024-02-08,EQT_003,105,SNS_004,LOC_05,75.12477049335467,7.370739561647575,1.625533653369781,231.1791749511452,0.4645619970012695,0.4039147485332541,0.3753312346809373,0.5805880741484591,45.17,True,2284,469,1815
SD_0035,2024-04-09,EQT_005,169,SNS_003,LOC_01,70.36677635163394,8.380047690835887,1.5106685833719162,220.6888073867165,0.5405652246053694,0.33282148081848467,0.47368260993922223,0.6184127480748578,48.04,True,2186,1124,1062
SD_0036,2024-10-15,EQT_011,217,SNS_002,LOC_04,64.65342379563067,4.229235197874644,2.503128886501446,238.84658301068544,0.6318291525889677,0.6251948554718912,0.3034462294424858,0.291598971254219,49.61,True,2432,523,1909
SD_0037,2024-09-10,EQT_008,119,SNS_008,LOC_01,75.43529810758112,3.883582934336361,1.6304536921607644,223.1222495747011,0.4596016922513197,0.6495417800604263,0.45086811994829407,0.5789679222347603,53.87,False,0,0,0
SD_0038,2024-08-09,EQT_012,190,SNS_007,LOC_02,91.08305472055386,4.635851059816147,1.3570223038547755,203.9577006928098,0.20964762086626668,0.5965537997882056,0.6305434008345348,0.6690079413990615,50.18,False,0,0,0
SD_0039,2024-12-22,EQT_007,255,SNS_009,LOC_02,71.33172334092922,4.836096429873809,2.2746637730584665,245.9199163291185,0.5251513582850599,0.5824489914641102,0.23713091158012012,0.3668317501982358,45.31,True,2734,774,1960
SD_0040,2024-01-23,EQT_015,266,SNS_002,LOC_05,89.97776541242023,7.181645335711039,1.5456262095451374,205.21085582796763,0.22730328675241215,0.41723409674719786,0.6187945721878936,0.6069013215701109,43.85,True,4119,562,3557
SD_0041,2024-09-06,EQT_017,149,SNS_004,LOC_05,96.14331714730096,3.4525496409808083,1.8246367587458208,216.5926587379909,0.1288160213516347,0.6799027416263939,0.5120856354185747,0.5150241038420632,44.800000000000004,True,4398,626,3772
SD_0042,2024-01-10,EQT_004,164,SNS_006,LOC_06,65.46581097622325,8.076130872210939,3.190571950440849,234.3611339044266,0.6188522455247439,0.3542286597806718,0.3454991018077475,0.06522632605445809,37.41,True,4674,724,3950
SD_0043,2024-09-02,EQT_013,140,SNS_003,LOC_02,75.09044208198965,3.398484894547564,2.3935692770017365,191.80108337974545,0.4651103520400841,0.6837109339721751,0.7445165313168951,0.32767657521952465,55.910000000000004,False,0,0,0
SD_0044,2024-11-20,EQT_018,347,SNS_008,LOC_04,96.0373191781631,2.471150160764873,1.8944796962926629,241.5950347017081,0.13050921128293705,0.7490301903850173,0.2776783998614106,0.49202506384826666,41.78,True,4543,395,4148
SD_0045,2024-04-09,EQT_001,258,SNS_003,LOC_01,73.78920038590957,6.047554423117358,1.9394359370279084,202.7367356151053,0.48589612138938243,0.49711676739084915,0.6419904348680954,0.47722112783186976,51.870000000000005,False,0,0,0
SD_0046,2024-10-16,EQT_016,269,SNS_002,LOC_03,75.368121457654,7.461120857738413,2.453743793110736,213.17500870243643,0.4606747583506078,0.3975485046741452,0.5441274660869372,0.3078613132731032,42.79,True,4887,1032,3855
SD_0047,2024-06-28,EQT_013,181,SNS_003,LOC_05,58.29994525625108,5.357310962025826,2.3314352150523154,224.33286856296516,0.733318322420437,0.5457358775997532,0.43951808462509917,0.3481371088961523,54.120000000000005,False,0,0,0
SD_0048,2024-08-10,EQT_010,160,SNS_006,LOC_03,69.68338099680332,5.870168795932547,2.0377997447254685,219.374412158719,0.5514816425642179,0.5096113897143053,0.4860055888541675,0.44483026303382145,50.449999999999996,False,0,0,0
SD_0049,2024-09-06,EQT_012,351,SNS_002,LOC_04,80.55588684668938,8.908594476050624,2.051779971119712,231.8376408767568,0.3778064525319432,0.2955919004610265,0.3691578542968013,0.44022662239015736,36.39,True,4188,1067,3121
SD_0050,2024-05-26,EQT_002,288,SNS_008,LOC_05,99.2928264295125,7.489305563070602,1.2600757597810142,195.98788643543423,0.07850640269990179,0.39556324096359274,0.7052635846557257,0.7009321061425245,42.35,True,4055,825,3230
SD_0051,2024-04-05,EQT_003,288,SNS_001,LOC_03,73.03993166528309,5.061850835564998,1.1549947249655317,230.9117703065908,0.49786478705272685,0.5665473872488548,0.3778382597571183,0.7355349308116607,54.2,False,0,0,0
SD_0052,2024-09-13,EQT_010,226,SNS_007,LOC_04,58.37373677748645,4.137706233636124,1.911588862113248,232.1086358166029,0.7321395917165618,0.6316419383498402,0.36661716877189404,0.4863910741738744,57.97,False,0,0,0
SD_0053,2024-11-20,EQT_002,11,SNS_002,LOC_01,60.94750809226692,7.190117732962772,1.6833574073269275,235.4383874386884,0.6910266938836487,0.4166373212050374,0.33539942074835777,0.5615469101229635,51.17,False,0,0,0
SD_0054,2024-01-04,EQT_013,10,SNS_010,LOC_04,74.64210314061704,6.658567826851773,2.2930395171701816,196.15508842050383,0.47227202681099933,0.4540784342666158,0.7036959994327568,0.36078068063293206,49.08,True,3558,633,2925
SD_0055,2024-01-16,EQT_013,271,SNS_006,LOC_06,86.7720679805225,5.837153365320166,2.098589871902813,197.96597149256468,0.27851044344266573,0.5119369182415866,0.686718249179939,0.4248122824721929,45.94,True,3491,958,2533
SD_0056,2024-10-06,EQT_018,273,SNS_002,LOC_05,81.37353682875396,4.345972628013024,1.61361280325281,214.86436525512232,0.3647454785508218,0.6169721481210286,0.5282890753691853,0.5845135692411647,51.71,False,0,0,0
SD_0057,2024-12-01,EQT_003,183,SNS_002,LOC_02,79.60255863510126,4.8472207274663335,2.081599229748179,199.5876132804595,0.39303472286784097,0.5816654223596782,0.6715147113595323,0.43040724270954883,51.28,False,0,0,0
SD_0058,2024-09-03,EQT_007,153,SNS_010,LOC_01,88.09144386917596,4.704960870763888,1.7908836072225385,192.94048150878243,0.25743500220128035,0.591685868827047,0.7338342199232041,0.5261389009721238,50.67,False,0,0,0
SD_0059,2024-09-14,EQT_014,315,SNS_008,LOC_03,67.79770912481048,4.37926243283741,3.0333006890070147,214.2180391416825,0.5816029802970741,0.6146272933258375,0.5343486401777335,0.11701521350160594,48.91,True,4045,845,3200
SD_0060,2024-06-08,EQT_020,334,SNS_002,LOC_05,75.19094719957566,3.7977037268080345,2.1931211494814784,223.51137042186647,0.4635049037987158,0.6555909074927532,0.44721995698114,0.3936834567088397,50.39,False,0,0,0
SD_0061,2024-12-05,EQT_017,124,SNS_007,LOC_02,69.79617879797604,5.530397271896604,1.2196965064835357,261.98469295441987,0.5496798335034209,0.5335440889778775,0.08651723054256895,0.7142288558802559,48.51,True,2957,1168,1789
SD_0062,2024-05-31,EQT_012,114,SNS_003,LOC_04,72.28544264547926,3.707369408461312,2.9102575501097907,228.23012731068536,0.5099168407099863,0.6619538423511294,0.402979731205017,0.1575328974916526,46.37,True,4532,787,3745
SD_0063,2024-06-26,EQT_016,278,SNS_008,LOC_02,64.93730645674515,5.354758341828935,1.683425498021375,246.28404999849727,0.6272944688834223,0.545915678104459,0.2337170133595579,0.5615244880906177,51.1,False,0,0,0
SD_0064,2024-06-11,EQT_012,213,SNS_007,LOC_05,71.56023928566204,0.8002535355619065,1.5126315046099157,219.3377337043964,0.5215010912100329,0.8667241806184953,0.48634946397606565,0.6177663648377961,63.73,False,0,0,0
SD_0065,2024-02-02,EQT_015,172,SNS_008,LOC_05,74.72284433754601,3.800251662798369,3.07184332627176,228.39348989300944,0.47098228340559856,0.6554114369324332,0.40144814191239786,0.10432325512966954,43.91,True,3747,662,3085
SD_0066,2024-06-27,EQT_010,288,SNS_007,LOC_06,71.2852850013845,7.196658401388095,2.172918328897782,217.8079345670084,0.5258931548457209,0.416176612053939,0.50069194035804,0.40033617629527324,46.28,True,3229,302,2927
SD_0067,2024-04-10,EQT_007,174,SNS_006,LOC_06,73.38938496986198,3.1991415490710207,2.3503830036027424,260.2468482507533,0.492282691267441,0.6977522058269048,0.1028102169933483,0.3418976670574839,44.6,True,2941,477,2464
SD_0068,2024-09-24,EQT_020,113,SNS_007,LOC_02,79.05040543437187,6.184203922086287,2.3665300579360755,209.7161370470641,0.4018547054355773,0.4874915011987499,0.5765557658637043,0.33658049739884427,44.940000000000005,True,2183,996,1187
SD_0069,2024-11-18,EQT_005,122,SNS_005,LOC_04,87.386957690644,3.3654324999338456,1.8970051418810985,211.75038549800212,0.26868832067458637,0.6860390661559286,0.5574838761955863,0.4911934432702858,49.62,True,2838,608,2230
SD_0070,2024-03-05,EQT_001,32,SNS_007,LOC_02,88.11155868112598,6.55157131358644,1.71379736490684,231.94811031484303,0.2571136922993942,0.4616150145656733,0.3681221593039365,0.5515231364046782,39.95,True,3215,685,2530
SD_0071,2024-06-16,EQT_017,222,SNS_001,LOC_05,82.61421767396992,4.405782105602918,1.79537127253113,223.11209355458988,0.3449270958764594,0.6127593105551624,0.4509633366829752,0.5246611281645032,48.24,True,2059,1125,934
SD_0072,2024-11-25,EQT_003,119,SNS_001,LOC_05,62.40018521561685,4.326706791269428,2.804433139622017,213.63756994784328,0.6678219259178553,0.6183291879087326,0.5397907701277594,0.19238051322224686,53.23,False,0,0,0
SD_0073,2024-02-12,EQT_013,39,SNS_009,LOC_03,71.39590014430146,5.108702957094033,2.1018937766034043,234.40565723107235,0.524126211122554,0.5632472350727822,0.34508167788243793,0.42372431797623183,48.0,True,3334,1191,2143
SD_0074,2024-02-13,EQT_014,268,SNS_005,LOC_06,72.25714969287398,2.3131460657566087,2.656457519858068,219.3827925290332,0.5103687865620411,0.7601596236092261,0.48592701954374884,0.24110837772215238,52.66,False,0,0,0
SD_0075,2024-10-11,EQT_018,233,SNS_005,LOC_03,68.42850169211435,6.944181637512922,1.9617774363857508,219.2770490882892,0.5715268285331646,0.4339604757194098,0.4869184064287022,0.46986414865401405,49.3,True,2699,1110,1589
SD_0076,2024-01-12,EQT_004,18,SNS_003,LOC_01,78.42351179029606,7.606866883031474,1.6223082113281275,223.45873461293337,0.4118685765953736,0.38728250077020765,0.4477134386598904,0.5816502011597108,44.56,True,3594,576,3018
SD_0077,2024-04-04,EQT_018,149,SNS_005,LOC_05,59.05671506718542,4.279937006010085,1.2788917630659729,193.98818965731493,0.7212298358710287,0.6216235405135002,0.72401153862585,0.6947360607401682,68.66,False,0,0,0
SD_0078,2024-10-28,EQT_005,149,SNS_003,LOC_03,91.93566469528292,6.048408341803093,2.32400159257702,196.1011901231585,0.19602820309552021,0.49705661938651235,0.7042013174433449,0.3505849753034529,41.89,True,4101,657,3444
SD_0079,2024-09-09,EQT_016,126,SNS_009,LOC_02,86.95220671521714,6.557821360424115,2.847049039205987,236.30343418880213,0.2756329440499572,0.4611747761090406,0.327289262833121,0.17834724352699677,32.22,True,4545,443,4102
SD_0080,2024-08-29,EQT_001,302,SNS_009,LOC_06,79.78202261901758,4.817484895336743,1.5570134958767496,209.84557493623743,0.3901680018063901,0.5837599437582232,0.5753422340849045,0.6031515272034877,52.790000000000006,False,0,0,0
SD_0081,2024-02-04,EQT_014,360,SNS_006,LOC_06,74.37890670079815,2.7835056945642696,2.2566862843190103,218.00572977685457,0.4764762730383621,0.7270286083662054,0.4988375314645104,0.372751675634211,53.54,False,0,0,0
SD_0082,2024-08-02,EQT_015,238,SNS_001,LOC_04,87.28839295072554,8.18816426390369,1.3121921421596243,244.1865795418439,0.2702627737190057,0.3463372937267674,0.2533816345187799,0.6837703600196076,37.24,True,3215,994,2221
SD_0083,2024-12-02,EQT_009,135,SNS_007,LOC_02,81.89404936780267,4.214956590142402,1.7221516614690544,218.68198816105624,0.3564309174568479,0.6262006066917082,0.49249733969261206,0.5487720951755556,50.3,False,0,0,0
SD_0084,2024-03-30,EQT_015,151,SNS_007,LOC_04,86.06637784218093,3.781730461572381,2.1339683926872737,216.8486677883926,0.2897829937243157,0.6567160263626375,0.5096854485775576,0.41316225681430213,46.85,True,3692,1127,2565
SD_0085,2024-09-20,EQT_017,236,SNS_010,LOC_03,74.4094791774016,8.277583862667852,1.1358529571647988,233.44116384242932,0.47598791453507233,0.34003878954351047,0.35412418765323184,0.7418382493527196,46.400000000000006,True,3312,936,2376
SD_0086,2024-04-02,EQT_004,224,SNS_010,LOC_01,92.89313085864168,6.220117535112407,1.990988373635309,211.0260262517071,0.1807338339623412,0.4849618315848493,0.5642750327128985,0.4602450871188618,40.46,True,3412,1024,2388
SD_0087,2024-03-30,EQT_012,203,SNS_004,LOC_02,86.66887875689856,5.514860152116027,1.5816497632914273,238.0439384392306,0.28015876704622183,0.5346384867976645,0.3109713420718905,0.5950388887683127,42.559999999999995,True,2251,783,1468
SD_0088,2024-04-24,EQT_005,256,SNS_008,LOC_02,80.09536295435932,3.058478673194899,2.302379612869137,233.1333687915472,0.3851627672232491,0.707660164757378,0.3570098888801933,0.3577050191262537,47.08,True,4336,680,3656
SD_0089,2024-04-14,EQT_005,86,SNS_006,LOC_02,87.55972920431155,6.605608116426441,1.917299678923235,247.45499792962505,0.2659285037673652,0.45780879050023965,0.22273891000188661,0.4845105217683853,35.86,True,4301,440,3861
SD_0090,2024-07-14,EQT_011,150,SNS_004,LOC_04,70.80838058166027,10.793037211039492,2.469719509733792,209.644854350842,0.5335111287393568,0.16285622938359665,0.5772240695396723,0.3026005645353113,38.49,True,3228,567,2661
SD_0091,2024-11-09,EQT_006,235,SNS_004,LOC_03,63.324996406529735,6.761015327757079,1.8602008566275925,240.5046196930362,0.653049180651643,0.4468622755952027,0.28790147498690033,0.5033129682819704,48.82,True,4603,659,3944
SD_0092,2024-04-23,EQT_007,345,SNS_002,LOC_02,78.21550513047475,5.992176992585129,1.3188102400852455,228.3113816050589,0.4151912325379154,0.5010174220872002,0.40221793982371434,0.6815910430518449,49.16,True,3562,354,3208
SD_0093,2024-03-15,EQT_014,22,SNS_002,LOC_02,74.42909554186531,6.4421855929721925,1.2565199594818672,200.11950424487463,0.4756745667316298,0.469319884956498,0.6665280216638283,0.7021030189958848,55.720000000000006,False,0,0,0
SD_0094,2024-08-04,EQT_011,348,SNS_004,LOC_06,73.02282657722371,4.343769333662915,1.0454952482210154,181.05735363333017,0.49813802023928455,0.6171273429426661,0.8452432779702982,0.7715927332667464,65.79,False,0,0,0
SD_0095,2024-10-03,EQT_013,285,SNS_005,LOC_01,87.16312039349403,4.324698540813703,2.3164789163049946,208.0295967685701,0.2722638519877508,0.61847064430164,0.5923677528889093,0.35306216682084374,45.629999999999995,True,2478,1095,1383
SD_0096,2024-09-05,EQT_002,269,SNS_008,LOC_06,76.6713921321063,4.299109031527567,3.2788654596344973,224.3852171101863,0.43985657851478205,0.6202731085657809,0.43902729613934305,0.0361515760444741,41.31,True,2152,971,1181
SD_0097,2024-06-12,EQT_007,258,SNS_006,LOC_06,77.63569073535484,3.8501000892262462,2.217619068592566,226.56021898911712,0.424453069380887,0.6519002321549119,0.41863578700790394,0.3856163758959399,48.38,True,2735,1011,1724
SD_0098,2024-12-22,EQT_020,29,SNS_004,LOC_01,71.72947441245904,4.2951102684479645,2.8360234410021707,219.11378402072404,0.5187977638251214,0.6205547719408444,0.4884490814816068,0.1819779352325831,47.589999999999996,True,4564,1099,3465
SD_0099,2024-07-10,EQT_004,213,SNS_007,LOC_03,83.81123139279526,4.285785615502163,2.56678664539451,219.2480595111545,0.32580624296926963,0.6212115783501578,0.48719019526373036,0.27063668939551117,43.57,True,4763,948,3815
SD_0100,2024-08-14,EQT_008,283,SNS_008,LOC_06,82.01875781307919,4.510630982331738,1.740831995062957,218.11009749849717,0.3544388501973709,0.605374004673529,0.49785904249421636,0.5426207253375461,49.6,True,3506,365,3141
SD_0101,2024-06-25,EQT_020,50,SNS_002,LOC_03,83.73659676894293,4.4546439368398,2.632657990495313,235.46825700607536,0.32699844122232247,0.6093175991999281,0.3351193816541283,0.24894548118419443,39.77,True,4798,533,4265
SD_0102,2024-04-08,EQT_019,95,SNS_007,LOC_06,70.02736033363821,5.486023714019401,1.7607126542437426,198.4556545257539,0.5459869868227726,0.5366696570164088,0.6821272756550344,0.5360740923970964,56.84,False,0,0,0
SD_0103,2024-02-05,EQT_013,88,SNS_002,LOC_05,88.04088460046995,5.157586036415692,1.7706460652308205,224.02434786301416,0.2582426256435341,0.5598040270529163,0.44241058910117875,0.5328030541992342,44.05,True,3018,608,2410
SD_0104,2024-04-05,EQT_014,44,SNS_002,LOC_01,93.38768423766372,5.334724907023406,1.8957038370318449,207.6587308620544,0.17283393919395565,0.5473267856767533,0.5958447685147402,0.4916219584977851,43.35,True,4019,803,3216
SD_0105,2024-05-31,EQT_010,278,SNS_008,LOC_06,83.42038397324706,8.044595126688964,1.919400988836435,206.4018840241385,0.332049559901067,0.35644996280414154,0.6076282083455053,0.4838185676148156,42.480000000000004,True,4641,816,3825
SD_0106,2024-05-30,EQT_011,171,SNS_002,LOC_05,66.90711712755709,5.153468477433023,2.330684731593074,237.6434584586025,0.5958291151458154,0.5600940581292753,0.31472600144071394,0.3483842405274959,47.94,True,4113,1177,2936
SD_0107,2024-07-08,EQT_002,189,SNS_009,LOC_04,66.97797715763798,9.421781985601562,1.6645566320545973,205.25105384620088,0.5946972114835036,0.25944419100611377,0.6184176997521457,0.5677379409929453,49.35,True,4159,887,3272
SD_0108,2024-08-11,EQT_009,353,SNS_001,LOC_05,71.24623044406913,5.705379079645224,2.4445513892914885,217.9072264915021,0.5265170043756289,0.5212187859869154,0.4997610390082047,0.31088834034990975,47.65,True,2860,1003,1857
SD_0109,2024-02-06,EQT_017,184,SNS_009,LOC_02,69.3562278598148,4.105480818234325,2.437372041515736,249.37747602818493,0.5567075200225164,0.6339118200818165,0.20471491191640165,0.3132524749700088,46.08,True,2905,778,2127
SD_0110,2024-09-24,EQT_003,3,SNS_001,LOC_06,74.28907374312735,7.699166478093998,2.1714817662222425,232.5711545212251,0.47791124637478044,0.38078113648711015,0.36228087164952044,0.4008092314614619,41.02,True,2073,1091,982
SD_0111,2024-07-01,EQT_006,191,SNS_010,LOC_05,81.32442466367847,4.840945464583603,2.9698059543037223,213.17544530559437,0.365529986254947,0.5821074369746414,0.5441233727583897,0.1379238120532794,42.07,True,2776,439,2337
SD_0112,2024-01-13,EQT_005,118,SNS_010,LOC_03,77.89952440749849,0.2126316965317425,2.643696324329154,214.4144041239118,0.42023864413438866,0.9081148674752563,0.5325076402379121,0.2453105956792839,55.410000000000004,False,0,0,0
SD_0113,2024-10-05,EQT_005,19,SNS_002,LOC_04,77.02289056386289,4.991993716329632,2.534864645100233,201.5919565201256,0.43424181428524516,0.5714679568310859,0.6527231949612656,0.28114849470091746,48.85,True,3590,991,2599
SD_0114,2024-08-04,EQT_015,23,SNS_006,LOC_06,72.58797250199855,4.501648324112084,2.0330766872716257,239.5096786339908,0.5050842905097972,0.6060067217865018,0.2972294437980083,0.44638554966822275,48.209999999999994,True,2529,1170,1359
SD_0115,2024-12-20,EQT_017,30,SNS_006,LOC_02,74.2615407283545,8.21309477257667,2.175883068907163,235.170277118816,0.4783510531349566,0.3445812479008224,0.3379130618117848,0.39935989756986556,39.43,True,2621,733,1888
SD_0116,2024-12-26,EQT_009,295,SNS_001,LOC_05,82.96575507529002,3.204866629999266,2.2619036815438767,230.29903410804675,0.33931170915506614,0.6973489447222432,0.3835829057313628,0.37103360460723356,46.19,True,4628,471,4157
SD_0117,2024-10-12,EQT_003,108,SNS_007,LOC_04,54.88041972500185,4.334690363843455,2.0066206867638026,231.95249417213708,0.7879411255404878,0.6177668440160087,0.3680810588952847,0.45509741997504144,58.63,False,0,0,0
SD_0118,2024-09-29,EQT_020,281,SNS_008,LOC_06,74.88609591521268,7.535278752120917,1.8122152698457643,208.38213085903865,0.46837453601361856,0.39232499870403204,0.5890626053418795,0.5191144575704312,47.980000000000004,True,2035,387,1648
SD_0119,2024-03-02,EQT_017,128,SNS_002,LOC_04,77.87987594927326,5.78881706544836,0.7971436285618441,196.78131335896225,0.42055250459702936,0.5153416124154968,0.6978248911479277,0.8533740705599354,59.099999999999994,False,0,0,0
